ORDER_NO,CUSTOMER_NUMBER_ONLINE,ORDER_VALUE_ONLINE,DISCOUNT_VALUE_ONLINE,NUMBER_ITEMS_ONLINE,NUMBER_DISCOUNTED_ITEMS_ONLINE
16474523,84664338,"10628,03","265,93",90,4
16497041,82274073,"16465,39","2302,98",84,32
16503941,57213222,"10017,57","3586,78",46,8
16518599,65186811,"18697,63","3341,81",158,54
16526853,83353620,"7698,87","3210,81",80,24
16526856,55268280,"13684,26","6081,02",126,50
16554776,67973526,"1222,23",0,4,0
16559065,60122247,"16082,87","2272,85",132,22
16565136,58529244,"13549,33","2579,39",72,32
16574503,67951371,"11459,88","1072,89",96,12
16580348,62965923,"9809,28","1541,87",102,8
16592275,57610581,"11131,07","2660,61",80,12
16592339,67758060,"18465,76","4781,5",134,48
16607647,56097462,"22593,57","2189,01",122,30
16645950,56439639,"11529,31","65,5",96,4
16655893,89380656,"13868,97",0,104,0
16690935,75896562,"13389,51","3136,14",132,48
16700030,74683593,"15087,27","5697,19",56,8
16705405,58907292,"14099,53","1304,76",96,4
16712986,78510288,"13887,31","1540,56",138,24
16714095,86040033,14672,0,132,0
16731561,55498974,"7780,09","2241,41",76,28
16732674,85576614,"14970,68","1539,25",90,4
16733230,55899474,"14349,74","2154,95",80,20
16745284,58048794,"25661,59","1353,23",172,22
16748704,58799478,"13164,19","1682,04",90,36
16750495,83643192,"10638,51","372,04",88,4
16766254,74283087,5109,0,2,0
16767326,77007147,"18199,83","2424,81",126,16
16768965,54451323,"14531,83","189,95",34,6
16769555,82298214,"13971,15","154,58",48,4
16792962,62950041,"16965,81","1412,18",146,16
16807851,89409477,"8163,92","1130,53",54,12
16811943,54224259,"7439,49","893,42",68,0
16845246,64697424,"7062,21",0,18,0
16854064,62476941,"7092,34","51,09",38,0
16854462,61789890,"17099,43","1144,94",134,14
16854751,62435817,"8960,4","4915,12",100,48
16864461,64781532,"17333,92","1408,25",128,12
16889874,66509520,"10595,28","133,62",84,0
16894775,67832667,"14918,28","5588,46",102,52
16897484,87075642,"22847,71","360,25",132,8
16904679,62625285,"46026,85","3792,45",326,68
16911724,76292640,"9705,79","1025,73",76,8
16953320,56453967,"14970,68","3208,19",122,20
16966700,60058404,"18938,67","2048,84",144,38
16967555,74977707,"11214,91","3416,48",90,32
16985644,59568357,"9390,08","652,38",72,8
17017634,56680470,"14479,43","3814,72",104,48
17019878,63201315,"9466,06","255,45",72,6
17027270,61224717,"25065,54","2154,95",180,20
17028789,83796591,"16296,4","1277,25",104,12
17033197,53946555,"48784,4","2322,63",210,10
17043956,55865349,"7181,42","450,64",78,8
17053304,76823928,"25725,78","4723,86",168,30
17067243,64781532,"13956,74","2338,35",116,28
17071956,88107711,"31597,2","4034,8",266,94
17073864,59775756,"13013,54","2280,71",112,20
17087820,54791751,"15602,1","1654,53",108,16
17111815,53969994,"28706,03","3146,62",138,34
17113575,81973797,"25427,1","6767,46",144,18
17114782,76977036,"10862,52","404,79",56,4
17120987,58001568,"10656,85","3415,17",98,36
17123182,88189500,7991,"1426,59",68,28
17136419,58380555,"7394,95","577,71",78,10
17140805,61204047,"18507,68","6361,36",180,86
17144880,63083169,"80779,84","1985,96",670,56
17156873,54262260,"17309,03","3026,1",148,52
17162518,77357931,"10736,76","940,58",68,8
17172177,55303632,"22150,79","899,97",166,8
17172531,83833302,"10223,24","4131,74",98,44
17193119,85506741,"10937,19","2639,65",82,66
17203451,54415233,"15984,62","1317,86",140,20
17204975,83630121,"32947,81","4926,91",242,26
17213300,61722603,"15923,05","966,78",88,8
17225593,55850244,"16027,85","1537,94",132,16
17236521,54459141,"24328,01","4117,33",182,50
17239851,54264294,"12427,97","823,99",80,0
17264635,79451862,"24917,51","7321,59",90,16
17268780,67747695,"16039,64","3597,26",102,28
17296698,67412709,"10161,67","2929,16",96,62
17304676,66535539,"14567,2","7391,02",96,62
17323641,61286514,"13630,55","5098,52",122,44
17336451,61444491,"26378,16","512,21",128,10
17336966,65232441,"27486,42","4291,56",158,52
17351747,62442486,"8084,01","2944,88",112,44
17362692,63884319,"29482,86","778,14",208,4
17371286,58001568,"18329,52","4657,05",130,48
17376000,62465271,"19888,42","2084,21",124,30
17380374,59577372,"18803,74","2456,25",108,16
17385558,74977707,"19389,31","3430,89",120,14
17387175,59996340,"23810,56","1469,82",198,36
17413950,66148740,"15843,14","1446,24",132,4
17448257,67470402,"13380,34","2905,58",84,18
17453325,87890994,"14261,97","3512,11",124,36
17468349,65009796,37859,"16732,63",256,154
17468938,86623767,"26290,39","1254,98",174,22
17469915,83225991,"14103,46","1624,4",108,16
17487966,55311759,"19926,41","441,47",252,0
17492819,61013673,"13075,11","1355,85",108,24
17492859,75670596,15720,0,2,0
17507734,61004340,"49646,38","3209,5",288,16
17509317,86679993,"13900,41","645,83",136,12
17512180,53839803,"7725,07","365,49",38,4
17512875,74650032,"12475,13","4647,88",60,22
17519334,61277022,"20111,12",524,156,8
17527561,60890622,"15469,79","4169,73",86,16
17528728,67833657,13624,"45,85",94,0
17534259,63718449,"22421,96","999,53",178,8
17553724,54787686,"10573,01","2422,19",72,28
17559299,55038564,"17468,85","2170,67",146,50
17564600,83404713,"14537,07",0,102,0
17587680,79812729,"24287,4","3145,31",180,58
17593092,88576914,"11601,36","1313,93",80,4
17595982,58506561,"33055,23","882,94",236,10
17606491,74297424,"8289,68","2259,75",20,16
17608335,64190328,"15337,48","4598,1",158,64
17624848,86880423,"23213,2","5766,62",158,26
17633059,74828727,"8306,71","1034,9",56,0
17635915,54324969,"7371,37",0,10,0
17641265,85913520,"8364,35","1147,56",68,16
17649452,61159335,"21317,63","2646,2",134,10
17670664,66691416,"19961,78",0,14,0
17676222,88558725,"14408,69","829,23",92,18
17693791,83021172,"11424,51",5633,92,48
17715023,59073057,"32789,3","2591,18",196,12
17742322,74840445,15720,0,2,0
17749453,81528213,"12790,84","1368,95",74,16
17768186,60805128,"11103,56",0,8,0
17770309,67945773,"15945,32","2106,48",96,16
17797138,56867526,"10811,43","2103,86",88,8
17805740,57892995,"13969,84","3264,52",108,28
17823059,55945512,"9290,52","129,69",74,4
17825781,62134110,"9843,34",0,82,0
17834733,86725329,"13170,74","2740,52",136,46
17840480,61010283,"10203,59","3467,57",86,38
17865050,61793031,"17400,73","4173,66",102,38
17872488,61827177,"22394,45","861,98",140,0
17891876,64752390,"23137,22","6420,31",170,90
17897634,78990159,"8178,33","1991,2",72,22
17916002,58251564,"12093,92",0,6,0
17921028,57776631,"14403,45","861,98",116,12
17949629,55320003,"10759,03","1984,65",74,28
17966758,88595268,"10794,4","1092,54",82,8
17978735,86850702,"17741,33","2914,75",160,32
17988473,60681831,"14682,48","3065,4",126,32
17991309,75719718,"23997,89","1509,12",236,20
17992287,61983201,"9276,11","3147,93",54,20
17998474,83320158,"9565,62","1002,15",106,38
18005602,86834436,"13773,34","475,53",88,4
18009010,87093327,"8970,88","314,4",60,0
18039017,65833617,"8549,06","2233,55",74,30
18049357,84664338,"13093,45","1439,69",86,8
18051268,67089846,"9404,49",0,22,0
18056360,61904373,"16266,27","307,85",132,4
18057764,60761331,"11214,91","1037,52",64,6
18060102,53931750,"13341,04","1574,62",98,16
18072719,61706307,"6662,66","2804,71",60,32
18077558,61468665,"14447,99","4959,66",142,52
18083240,86741364,"8170,47",1179,68,30
18085336,86741364,"8753,42",0,50,0
18101057,74772066,"10093,55","182,09",86,0
18107559,88997604,"28872,4",0,166,0
18108162,77850504,"25191,3",0,166,0
18112155,62483439,"40883,79","1231,4",212,14
18117422,86741364,"8525,48","677,27",60,16
18120374,87469521,"11834,54","4342,65",110,64
18148038,78892713,"12473,82","2753,62",62,10
18177963,55443366,"21131,61","2025,26",160,12
18181761,65656647,"24937,16","3286,79",146,24
18182863,88338756,"11421,89","4118,64",18,0
18194381,61555968,"32566,6","3721,71",218,44
18205392,61706307,"6094,12","2723,49",54,28
18208623,87174300,"10707,94","880,32",60,0
18222330,60267966,"12007,46",0,8,0
18228477,54084210,"10362,1","1543,18",116,18
18265544,54297525,"12866,82","3303,82",68,12
18269366,86737269,"36990,47","3829,13",218,52
18271489,55017399,3930,0,2,0
18283115,68196342,"26455,45","914,38",166,0
18286378,54400173,"42219,99","1311,31",312,20
18296728,86534649,"17416,45","2388,13",152,24
18296966,60162666,"16770,62","420,51",122,0
18298739,89209080,"7954,32","3762,32",26,4
18299375,76750110,"17180,65","4190,69",140,26
18312071,86100174,"12620,54","1776,36",94,20
18313220,61053399,"5532,13",0,48,0
18320829,57820974,"24899,17","5325,15",178,46
18326761,59392992,"37509,23","6443,89",246,48
18364691,62010198,"15816,94","4409,46",100,28
18410077,75255684,"38342,39","2905,58",300,44
18417740,77721531,"9900,98","326,19",78,4
18432341,88633752,"19199,36","1869,37",76,16
18433349,63602604,"44799,38","4177,59",244,32
18440719,85164696,"17413,83","7446,04",144,54
18451533,54391293,"15934,84","327,5",106,4
18457901,55038564,"11309,23","1437,07",86,8
18468747,59085783,"10270,4","372,04",74,8
18473875,87044532,"18613,79","3502,94",128,36
18476649,54921405,"14618,29","520,07",94,4
18486317,55422465,"12686,04","783,38",48,8
18491822,86779830,"18321,66","706,09",122,6
18503460,66787077,"13717,01","1408,25",90,20
18510675,85418412,"29262,78","2220,45",268,50
18525826,63207321,"11243,73","212,22",98,4
18535954,55543962,"16422,16","6358,74",118,32
18549781,86695911,"11263,38","2413,02",86,26
18556483,58168461,"24735,42","2940,95",190,34
18561404,74840445,"15178,97","5414,23",134,82
18572097,63637116,"10210,14",0,90,0
18578136,54282180,"11313,16","1647,98",112,26
18589808,67118979,"19343,46","4244,4",190,48
18592309,58696500,"17905,08","867,22",88,0
18592650,68116470,"19004,17","3772,8",24,0
18614396,56749356,"8209,77",0,6,0
18621207,61579947,"10122,37",0,52,0
18622161,85506741,"15104,3","474,22",100,12
18625289,86927031,"12800,01","634,04",74,8
18642947,55543962,"12946,73","4950,49",114,46
18644872,88613364,"16986,77","196,5",124,4
18649029,82010478,"18228,65","4807,7",142,46
18650230,61621485,"17975,82","332,74",188,10
18664107,86633964,"10280,88",0,14,0
18671945,58416042,"14495,15","789,93",98,18
18680188,55537974,"8119,38",0,4,0
18692575,87596367,"25315,75","2927,85",198,44
18701106,85972848,"14022,24","1349,3",94,4
18720601,75377871,"11366,87","5926,44",104,62
18725110,57648276,"14602,57","391,69",110,4
18726761,65270484,"21676,57","1864,13",176,28
18734980,61006911,"20294,52","762,42",100,0
18737882,86875284,"10355,55","1054,55",58,16
18749698,57797415,"18423,84","451,95",156,14
18750196,76625823,"10888,72","618,32",68,4
18750365,62274888,"15951,87","6627,29",96,54
18757657,56437068,"22625,01","986,43",166,12
18779516,77272779,"23569,52","7206,31",160,46
18780192,63621045,"20982,27","3395,52",132,60
18789899,56347455,"13292,57","1600,82",122,20
18804731,62523222,"29929,57","297,37",194,0
18830295,62693316,"21680,5","754,56",150,12
18860063,58001568,"11410,1","2390,75",74,32
18861385,54269130,"15165,87","1443,62",122,12
18861931,60447324,"23866,89","738,84",178,8
18871040,78130290,"23145,08","1714,79",108,4
18880447,55910820,"10031,98","905,21",102,8
18882258,59568357,"9282,66","310,47",84,4
18887106,77447568,"9242,05","4629,54",72,22
18908466,89143986,"15492,06","3037,89",162,38
18914600,77003760,"14527,9","5851,77",166,68
18920154,67582515,"35508,86","1978,1",298,20
18927369,82979220,32488,"3112,56",228,30
18929919,74683593,"19397,17","1366,33",128,18
18934219,56749356,"21204,97","1619,16",118,16
18946440,54479883,"18260,09","1662,39",150,8
18948614,61298085,"34839,45","5731,25",214,40
18961381,89164623,"4050,52",0,34,0
18971227,89160474,"8073,53","2347,52",80,0
18973018,54774333,"14247,56","1405,63",92,6
18977621,86741364,"9003,63","247,59",58,4
18983359,86547291,7074,0,2,0
18988825,76971999,"12520,98","2788,99",134,68
19045634,59400078,"22922,38","615,7",202,8
19067430,86711898,9432,0,2,0
19071152,55113303,"14855,4","6581,44",106,44
19072234,62692122,"15586,38","2820,43",64,36
19077389,58612884,"17618,19","1108,26",132,10
19085386,66590838,"20379,67",2096,76,24
19091206,53848659,"12289,11",0,78,0
19095048,88997604,"24582,15","492,56",138,4
19097129,63633516,"10861,21",0,8,0
19112076,60985239,3930,0,2,0
19112536,67411221,"14259,35","2542,71",110,28
19119923,64765302,"8465,22","313,09",64,4
19124688,55019658,"27210,01","2169,36",176,24
19125357,76326972,"13525,75",0,66,0
19128369,80923131,"14281,62","1503,88",62,12
19132084,84853719,"8203,22","117,9",68,0
19139431,82989561,"11272,55","247,59",90,4
19143198,58048998,"9113,67","1045,38",86,24
19152282,61012506,"7770,92",0,60,0
19174529,67472535,"19566,16","4089,82",138,46
19174648,54229209,"10172,15","5593,7",100,72
19174664,58067667,"15292,94","2909,51",112,32
19186368,56264988,"16335,7","6240,84",178,84
19188149,78510288,"14141,45","2703,84",164,52
19191904,63665463,"8327,67",0,6,0
19196354,68058780,"34366,54","104,8",218,0
19205175,64169139,"21933,33","1467,2",236,24
19211911,57796002,19912,"7134,26",156,84
19232794,87664455,"30490,25","3884,15",172,28
19237939,62278032,"12764,64","1294,28",6,0
19244396,55807707,"30262,31","2508,65",176,8
19245487,87966315,"7143,43","588,19",44,0
19255362,60174636,"19896,28","2532,23",162,60
19256813,87012753,"12824,9","1599,51",96,28
19257336,67179285,"19904,14","4169,73",172,38
19265639,84173418,3930,0,2,0
19267881,80915460,"8545,13","898,66",78,14
19268316,66178017,"39907,84","2726,11",314,40
19278423,56301510,"20604,99","3125,66",98,16
19298860,87177012,"28726,99","5458,77",154,4
19307058,76724412,"12296,97","2754,93",118,44
19311511,61636314,"7764,37","594,74",54,4
19335923,56322675,12576,0,2,0
19337131,55807707,"9006,25","1809,11",54,20
19353561,57968043,"28945,76","301,3",214,4
19357845,65417994,"16415,61","1088,61",120,12
19360145,61471407,"26214,41","854,12",124,8
19360926,75168426,9301,0,74,0
19377814,55796979,"41959,3","3276,31",294,42
19409384,88377867,"17910,32","991,67",130,12
19409464,86828307,"16296,4","724,43",150,18
19414900,87035340,"16545,3",0,90,0
19419653,89014617,"10612,31","296,06",86,8
19422004,67412709,"13551,95","4413,39",114,70
19438200,60219324,"7664,81","2402,54",78,40
19449345,65536584,"19335,6","4295,49",112,22
19458891,54619689,"14628,77","1365,02",102,20
19467047,54732033,"18400,26","2743,14",150,44
19483233,61809318,"16490,28","1514,36",102,12
19510196,65537928,"9756,88","1772,43",114,20
19529326,62006085,"16511,24","3818,65",150,56
19568762,64895808,"9332,44","259,38",78,4
19577105,56187255,"22124,59","2595,11",158,20
19621384,66509520,"11814,89","1646,67",98,4
19627138,59143980,"18924,26","1361,09",164,26
19634728,65406624,"15772,4","2878,07",110,36
19661995,65537928,"9190,96","886,87",68,8
19662092,89135472,12576,0,2,0
19692639,58946655,"21556,05","860,67",220,12
19705616,61533162,"15638,78","863,29",124,10
19714602,67661316,"20101,95","805,65",158,16
19716258,58095642,"21155,19","1049,31",174,20
19730295,86477337,"18533,88","1467,2",132,8
19736442,53975109,"32291,5","3472,81",160,12
19745806,55593909,"9641,6","2626,55",84,36
19760771,84615627,"34828,97","1830,07",352,26
19780129,84631188,"13562,43","505,66",98,4
19789194,86741364,"8977,43",0,58,0
19817532,64610625,"19808,51","5563,57",146,60
19819154,82935279,"15676,77","4059,69",144,52
19819385,76292640,"7127,71",0,44,0
19823505,87585189,"14800,38","1175,07",108,8
19842287,65229441,"17936,52","1480,3",168,24
19851071,84092694,"28890,74","2212,59",198,12
19880771,74297424,"598,67",0,6,0
19887937,58095339,"25399,59","2783,75",168,8
19895033,82274073,"11927,55","1953,21",74,30
19903317,57534945,"27676,37","2629,17",166,26
19905286,60605820,"10565,15","1815,66",76,0
19920573,59850030,"12211,82","872,46",106,14
19936208,56368353,"21888,79","1391,22",148,14
19939813,83460846,"23745,06","1801,25",160,20
19949352,67699266,"8986,6","272,48",70,0
19959470,86417970,"17278,9","208,29",108,4
19965774,61634748,"11948,51","1230,09",96,24
19988256,66403590,"17195,06",131,154,4
19991492,82726872,"27878,11","6766,15",192,18
19993011,64094496,"7068,76",0,8,0
20004898,67870185,"7967,42","1551,04",50,0
20014100,67738425,"9396,63",0,66,0
20019491,62168316,"19216,39","2654,06",140,34
20023090,56031543,"7244,3","2599,04",86,38
20028459,54266190,"7394,95",0,10,0
20058046,64746486,"21787,92","2893,79",142,12
20068947,59230143,"18591,52","2013,47",144,16
20074573,89061852,"16192,91","575,09",140,4
20125281,55853271,"8442,95","206,98",80,8
20173975,59253906,"14520,04","1704,31",106,14
20181514,62884752,"26573,35","1131,84",202,20
20187141,89160474,"10647,68","421,82",40,0
20187434,66590838,"22517,59","4233,92",176,70
20197958,54474018,"30321,26","1549,73",198,24
20200607,64698138,"18265,33","3074,57",120,28
20215686,61523115,"9661,25","1333,58",68,24
20222676,86796423,"19276,65","1257,6",112,12
20232202,60272076,"14982,47","1844,48",150,28
20241502,59672409,"17306,41","1642,74",152,16
20262453,54215919,"35566,5","1959,76",216,20
20264206,68196342,"22307,99","3020,86",132,40
20271536,54105273,"18934,74","826,61",108,8
20293464,84173418,"19122,07","1764,57",168,22
20294923,55576830,"19243,9","1257,6",120,20
20304390,60334533,"10821,91","2656,68",118,34
20324703,77952348,"22259,52","1515,67",162,16
20338224,58106796,"20865,68","1023,11",150,12
20341141,86814627,"28250,15","3708,61",222,40
20341220,89135472,"7400,19","474,22",54,0
20343486,77886876,"31678,42","2625,24",138,36
20361684,88388433,"9282,66","72,05",78,0
20374817,80923131,"12248,5","2004,3",60,16
20382877,60061857,"11436,3","4926,91",64,20
20390515,89241945,"10980,42","166,37",54,0
